axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.1,-1.2291666666666667,-1.2520833333333334,-1.2041666666666666,60,5000
warmth,-0.05,-0.6479166666666667,-0.66875,-0.6270833333333333,60,5000
warmth,0.0,0.0,0.0,0.0,60,5000
warmth,0.05,0.6270833333333333,0.6041666666666666,0.6520833333333333,60,5000
warmth,0.1,1.1395833333333334,1.1125,1.1645833333333333,60,5000
competence,-0.1,-0.9166666666666666,-0.9395833333333333,-0.89375,60,5000
competence,-0.05,-0.39791666666666664,-0.4166666666666667,-0.37916666666666665,60,5000
competence,0.0,0.0,0.0,0.0,60,5000
competence,0.05,0.2791666666666667,0.25833333333333336,0.3,60,5000
competence,0.1,0.4083333333333333,0.38125,0.4375,60,5000
